ingreso_mensual,gastos_mensuales,antiguedad_laboral_meses,label
1888607,2002199,117,0
2647759,2011112,119,1
3943874,3843568,9,0
3543159,1804161,112,2
2451152,1551162,35,1
1658683,741725,83,2
4986773,3570939,41,1
2360434,1644753,116,1
2476380,1164519,12,2
1152670,966215,60,1
4056124,1599055,51,2
3590938,1254506,39,2
1415540,860541,77,1
778953,489073,16,1
3530297,1962112,86,2
3410752,1727059,118,2
1656994,946178,97,2
4773972,2056152,103,2
1094866,681841,43,1
2388740,2445312,39,0
4740633,2273330,62,2
2330746,1975449,5,1
3337219,1379699,113,2
2228934,1299748,17,2
1661390,925294,108,2
4926297,5170757,10,0
2282936,1466526,99,1
4512856,3846636,18,0
1457791,1139949,5,1
1380282,569813,86,2
543217,571264,34,0
3397667,1959419,86,2
2095221,703589,67,2
4376048,2364619,13,2
2576766,1464909,112,2
4853690,1816233,54,2
1253417,997698,88,1
4395667,2538108,60,2
3972346,3191016,73,1
3946240,1205152,36,2
4286003,4653051,24,0
3900710,1702321,65,2
3280613,2714592,53,1
1003726,875879,47,0
549620,240342,81,2
4635900,1805080,83,2
3236591,1366041,6,1
4064072,2021691,41,2
2615003,1136443,49,2
939618,788527,12,1
975855,621294,28,1
3553600,2594957,6,1
2379407,803929,120,2
1322414,1307866,88,0
2661335,1161559,10,1
695361,408957,2,1
3077068,1100118,86,2
1637370,670396,53,2
4068772,3387820,94,1
1827665,1560953,111,0
2494013,2098892,72,1
453454,336331,22,0
733256,778730,94,0
2205470,1556492,115,1
2607719,1719868,70,1
3160095,1573842,82,2
1741648,660223,40,2
3596917,2656409,46,1
4356563,2404440,88,2
3987315,2867758,111,1
582247,270684,75,2
2610332,2533427,95,0
882679,970733,21,0
1513407,844364,25,2
4938648,4809562,64,0
1055479,1053779,21,0
2694886,2955910,76,0
3243516,1862350,35,2
3631339,3285756,95,0
2974384,1436768,97,2
444946,355884,56,0
1901722,1642848,22,0
2781474,2483568,78,0
804186,374540,119,2
2012884,1970574,75,0
552734,351969,4,1
761461,360244,2,1
2225847,1633827,38,1
1010492,1001080,23,0
3010688,3232486,98,0
3571539,3209264,101,0
4082699,1243175,31,2
1320691,538526,39,2
1170420,422544,28,2
881012,335640,109,2
3327579,2017937,60,1
3649788,2083280,79,2
545296,213182,50,2
4706576,4733819,76,0
639068,506360,46,0
2889963,2708389,41,0
3661678,2186899,76,2
4406458,2768088,71,1
3684800,2041736,35,2
4087949,2660197,18,1
1961471,1546231,44,1
4148196,2880454,50,1
768528,745729,75,0
4516157,4606983,110,0
2918925,1972455,4,1
4159570,2045670,29,2
2480664,2619963,23,0
3360457,2984190,60,0
2821452,2291306,52,1
3765312,3374966,87,0
775498,279788,29,2
677620,239946,71,2
1536675,649240,106,2
1133906,473928,109,2
4410204,2807256,115,1
1408384,599864,93,2
4888980,4808901,109,0
1949721,1486618,28,1
1237742,735973,24,2
4032613,1434393,1,1
3430056,2650823,85,1
2691700,1058447,112,2
2954672,2643180,22,0
3708328,3494011,76,0
1450892,1066668,90,1
4983136,2091334,111,2
4884049,4539675,78,0
3391498,1852647,116,2
1317895,630115,41,2
3529050,2387209,42,1
732113,760019,65,0
541002,291004,46,2
1585341,1624123,0,0
2528066,866931,88,2
4394054,1611822,90,2
3744978,3216370,90,0
3816450,1726845,41,2
2357269,1304269,63,2
1991301,814638,43,2
2106778,1192012,2,1
4943188,2592050,67,2
584502,519664,15,0
4388345,3781080,10,0
3061907,3257691,91,0
2417631,2126397,1,0
3736185,3197630,115,0
2638677,2257027,62,0
4417747,4445905,118,0
4543229,2439666,7,1
2339916,1263727,70,2
1673408,1494305,42,0
3124812,1509172,101,2
4596871,4733012,43,0
1369046,996426,31,1
3265646,1763775,103,2
3305177,3043671,45,0
3772320,2074235,2,1
1005211,1076202,47,0
3692795,4011820,79,0
4581550,3818433,31,1
1226542,479464,52,2
1492699,762123,7,1
4868417,3467937,71,1
1232494,1209271,91,0
4330171,1939524,50,2
2664478,1021888,50,2
1537263,552772,11,1
4405450,3108371,24,1
2448404,2467406,19,0
2768160,924254,58,2
2052473,964370,64,2
3127574,2672842,114,0
1152210,1106917,9,0
2198975,2080054,72,0
4859297,4509692,63,0
1587414,641061,62,2
3420989,2113453,105,1
1895874,2062324,25,0
3957976,4318588,5,0
1002019,783521,81,1
4861177,4216652,41,0
2487432,2639232,2,0
1485832,980563,30,1
738085,302241,37,2
1180886,986228,74,1
2790960,2980974,21,0
1950215,1672826,50,0
4212863,3971285,58,0
2382083,1520243,55,1
1544086,582384,117,2
3238867,1409249,5,1
3651175,3965629,114,0
1168393,811504,70,1
1171048,362576,95,2
568689,605252,52,0
3787449,2644488,54,1
3453501,3346493,106,0
2583302,1908457,108,1
4283184,1633443,29,2
4106083,3253889,24,1
3092630,3395461,60,0
4394048,1440326,108,2
1346870,1311090,39,0
914830,446789,78,2
1640848,1009274,85,1
662600,396346,93,2
2843380,2897511,68,0
4708386,3312768,48,1
580980,382134,116,1
961706,917871,73,0
2480116,841071,87,2
4695825,1733535,41,2
1854318,588470,80,2
2733280,2324344,31,0
591235,425981,29,1
1082379,1083264,86,0
4938499,3451153,63,1
4839546,2310669,82,2
422724,399101,32,0
4778334,2558602,72,2
3339952,3502112,53,0
4392424,2197702,72,2
2491803,1081883,35,2
2771742,1925416,86,1
2648694,901648,97,2
3467576,1141281,31,2
1042396,726354,36,1
537879,253925,79,2
1816478,558534,83,2
3641532,1954940,84,2
1328526,905914,82,1
3497789,2152648,47,1
4861595,1985357,47,2
831943,635388,31,1
3493970,3033697,19,0
2441251,2051704,83,1
4393454,2702016,11,1
1214889,498198,113,2
3586079,2508783,99,1
4255330,4307864,103,0
4745225,3202924,109,1
3542941,1617511,49,2
2687004,1006129,102,2
3242097,3420871,19,0
4396963,3932677,3,0
3024805,1664773,94,2
539780,289475,9,1
4682364,4758100,119,0
3571823,1578941,81,2
3511962,2556813,90,1
1392106,1212250,29,0
3430873,2117234,81,1
2211776,734137,5,1
3395672,1637417,101,2
890328,909422,20,0
3426088,2461628,84,1
4997303,4759197,27,0
621775,462942,8,1
4895001,5163647,58,0
2271777,2333813,20,0
4405466,3023517,88,1
3998973,2217907,29,2
3008275,2350470,41,1
3796866,3189027,68,1
4441172,3102976,34,1
2259045,2163774,45,0
1904353,850603,98,2
3470930,1969855,22,2
4116091,3494978,10,1
3906512,1942892,39,2
4069943,2653097,51,1
2403683,2574313,65,0
4162037,3332547,45,1
952962,1009421,95,0
2904650,2550146,5,0
426490,375197,52,0
1893095,1464282,46,1
2085723,863003,78,2
2222394,1590726,116,1
3599149,1807251,61,2
2187367,2403781,118,0
2463991,1265431,36,2
1492703,723287,4,1
2116958,1691675,20,1
1445440,1024469,47,1
736701,233595,38,2
3175864,1281863,12,1
3473779,3296041,52,0
3249656,2232362,41,1
2532073,1055399,15,2
2147015,1443210,36,1
4371335,2196680,106,2
2787776,1334991,36,2
2604237,2776586,86,0
517954,305396,73,2
1969740,664088,51,2
2148900,2312778,29,0
2234585,2091285,44,0
3068793,1545231,71,2
2854572,1790140,42,1
3196363,3163862,26,0
3918463,2295948,14,2
4139734,3121042,106,1
3703366,2695627,53,1
4795409,2978120,75,1
483870,392710,59,0
1300579,882615,105,1
434789,137821,66,2
3378384,3214554,58,0
4530941,1769444,111,2
1520019,1020346,86,1
4664359,3563200,13,1
677230,585401,21,0
4698406,2953593,94,1
2017464,1792394,100,0
866536,351016,65,2
2635010,2167972,67,1
1581172,1519619,76,0
1710415,1730180,53,0
1813534,1384911,82,1
4093919,2252950,13,2
2880142,1240435,115,2
1832015,1056060,90,2
3207535,2347850,76,1
3694293,1688529,38,2
1654070,1756642,19,0
2302326,2343096,49,0
960676,313532,79,2
1233287,924434,76,1
3533142,3290935,46,0
1234616,612757,74,2
2815752,2024855,98,1
3661613,2287752,3,1
891634,407688,54,2
3009636,2383000,91,1
1580189,1730234,66,0
4829464,2860152,78,2
2624310,1946984,62,1
4107566,2309617,119,2
2931042,2935611,7,0
599698,594709,59,0
3312496,1467498,11,1
4776455,4871789,19,0
3167414,1334137,46,2
4168269,1568736,19,2
4467350,3673715,116,1
1449167,882142,114,1
1375406,996609,40,1
3210513,2639223,77,1
2290731,784048,64,2
4263362,2278181,98,2
4540106,3036083,75,1
2025738,1039751,0,1
1489605,505240,92,2
3990417,1473826,90,2
1664108,1566588,61,0
4184026,4305820,108,0
2349196,990859,109,2
3470730,1733316,63,2
839462,689870,73,0
3269753,3477112,120,0
2478131,1337378,36,2
3098399,3049354,39,0
1172865,826659,22,1
3789619,4036880,108,0
4368867,1786897,89,2
1397003,1507280,13,0
840287,548525,118,1
508737,540458,88,0
3353069,2236337,102,1
3192633,2311676,6,1
2914808,2751054,61,0
1466957,1288139,84,0
2198168,1749044,65,1
3134591,1986027,80,1
2685128,2507777,98,0
4943813,5233435,45,0
1027623,316352,102,2
3597665,2771195,20,1
2259866,2243561,33,0
2369718,1949070,5,1
3700950,3481348,44,0
3585206,3642745,46,0
4959778,4467573,97,0
990614,865414,78,0
878904,942007,52,0
3731959,3698176,78,0
3060580,2914597,6,0
1661139,613164,22,2
765329,375948,75,2
794028,591872,77,1
4513278,3915937,93,0
1282590,695897,48,2
1887509,707179,87,2
1442619,791824,82,2
2032983,1863886,116,0
719350,720731,26,0
2787675,2872205,66,0
711018,428810,72,1
4081640,2440947,120,2
1475076,922462,24,1
2884055,1732301,63,1
4448364,3705297,42,1
3394036,1991140,63,2
2851606,901892,28,2
1891935,1232065,6,1
1931809,925958,69,2
3479640,1124083,40,2
4973041,3365129,22,1
3444460,1600860,39,2
2965804,1963936,6,1
3760992,1963990,114,2
2539946,1988694,70,1
676655,739382,98,0
2986565,2203445,51,1
4805076,3928230,108,1
1206394,1249125,58,0
3574022,2141555,69,2
1324295,573736,59,2
2864807,1507570,88,2
844712,525610,68,1
2471706,2016947,33,1
3878351,1177741,17,2
1998829,1964262,73,0
3458594,1248121,59,2
4059070,4142379,12,0
4665018,4942809,47,0
1479354,1615576,62,0
2236853,2119660,99,0
1101114,455293,9,1
4965424,4294762,42,0
4664204,2157927,99,2
2883803,2934853,78,0
4273353,2364381,35,2
2796407,1570006,101,2
3268494,3380024,59,0
809972,251565,60,2
3874244,1763451,117,2
987482,629565,114,1
4199911,3614348,43,0
3997329,3270027,17,1
3660226,3058226,39,1
566338,568613,4,0
1794390,712058,2,1
1610318,1155772,47,1
2056627,1810618,113,0
803157,649669,105,1
4710006,3102252,61,1
2947490,924603,68,2
1805412,628937,1,1
2226115,879656,26,2
2457132,1411824,3,1
3162734,1246505,91,2
2772125,1776560,17,1
4629203,2050337,104,2
2686032,2480102,77,0
4963927,4949979,28,0
4316555,2640514,19,1
1359148,963725,75,1
4680738,4974674,108,0
935285,681268,86,1
4160269,4559898,42,0
2150867,889824,70,2
4438682,4393324,37,0
4393061,3065313,120,1
4107257,1306811,90,2
4034140,4347909,74,0
1801524,1931303,51,0
772229,468447,74,1
2253709,2396399,41,0
1198213,494631,3,1
3596775,3035995,47,1
1992059,903485,112,2
4887807,2430793,75,2
3348472,3092213,10,0
4183411,2517938,106,1
1009613,308641,32,2
4365267,2756189,29,1
4644683,2240853,36,2
2640485,2235603,69,1
3188764,1452670,65,2
3918125,3815481,59,0
1204258,618596,86,2
2711804,1666194,38,1
2233850,1202771,94,2
1073320,874905,21,1
2090658,796396,94,2
713593,487012,80,1
518735,294415,82,2
1021765,1029234,58,0
4830330,1732783,80,2
2927836,2821720,10,0
4842782,2102467,102,2
2389490,886171,7,1
1834354,847212,18,2
2728253,1042526,69,2
2421754,1735882,89,1
886058,966310,9,0
3347801,1096277,110,2
1393776,932300,117,1
3250105,1978847,73,1
3390925,1938541,58,2
1099314,621652,89,2
682208,693131,39,0
3991503,1258046,59,2
2515082,2313707,110,0
667553,335343,115,2
4976385,3018856,111,1
665791,423523,31,1
3597162,1956084,28,2
4924923,1846093,36,2
1500228,587286,53,2
1054347,567771,38,2
958371,917589,45,0
1795066,731852,74,2
864811,773238,92,0
3583942,1903417,88,2
686542,691192,98,0
2743342,1763044,4,1
4984806,2180248,6,1
4144263,4511758,95,0
3230009,1425428,64,2
1808767,1363983,69,1
3269921,2470194,6,1
2824391,1689694,31,2
2359984,2504393,77,0
1001268,976336,103,0
4478379,4316511,110,0
2469009,2664855,60,0
1295264,862241,65,1
2091693,790134,100,2
2304997,2102998,65,0
4206674,2543566,62,1
3774626,1707173,109,2
3938803,2704373,95,1
450744,469033,109,0
2314308,1011551,26,2
2614183,2559178,63,0
488284,309848,101,1
1595141,653117,13,2
3897333,3814343,95,0
1030705,1108725,22,0
2862427,1525721,97,2
1389929,754494,73,2
455756,279121,23,1
1509527,1436019,57,0
4889019,1507450,82,2
4087071,1958382,76,2
4814053,4162807,51,0
2644129,1651289,108,1
904787,510514,62,2
2920614,2914265,61,0
2490136,2574470,7,0
4284043,4534183,111,0
851180,440946,21,2
2645909,2725313,63,0
1090224,969833,96,0
1893509,801658,26,2
3791843,2988791,63,1
2589683,831464,29,2
2129086,1845284,91,0
2214591,1964019,68,0
2513455,2341210,103,0
4011076,1756932,107,2
4503590,3614581,78,1
4794540,2124390,87,2
4019756,4250168,66,0
1850872,1554748,46,1
3565420,1341527,78,2
2412974,1084935,109,2
1571485,1305539,50,1
4268009,2907950,38,1
576761,512763,47,0
4548105,2386077,52,2
2522796,2084672,9,1
3331127,1470919,60,2
3433028,2523166,59,1
4517542,4816782,71,0
3328681,2671525,44,1
3224094,1096176,74,2
706599,770907,105,0
2784677,1184861,115,2
1090777,953836,70,0
3792195,2753225,5,1
2756221,1475925,116,2
3529048,1559304,85,2
591695,261625,40,2
790043,779551,18,0
3695088,3688917,17,0
731588,491712,20,1
727781,278665,5,1
455699,459040,108,0
4799906,3310079,65,1
3792538,2468980,84,1
2024956,1267391,99,1
1764064,1044346,95,2
2008635,1447833,106,1
3963406,3105856,116,1
3442305,2317173,53,1
1251900,1273581,114,0
1200903,665455,87,2
852620,650250,8,1
3437393,1856065,82,2
3916114,3534998,82,0
1619214,618049,109,2
496347,223832,45,2
777990,732058,70,0
4852156,2166770,1,1
1759046,1408287,40,1
3938426,4238514,7,0
3273452,2351362,63,1
2156922,970436,98,2
1346161,749210,25,2
958378,918860,63,0
3229060,1877145,24,2
3963315,3482998,14,0
3361960,3099323,61,0
2839390,1990260,9,1
592976,549434,70,0
4855048,2687378,4,1
4074085,2904528,13,1
1746981,1483618,66,1
4907864,2132263,71,2
3168655,1644208,3,1
3079144,2529915,69,1
3841137,3166203,101,1
4134141,2871748,87,1
3419802,3202536,16,0
989240,678267,71,1
1956031,1965924,81,0
4669185,4149611,4,0
1433232,790794,103,2
2111968,1301402,109,1
2387554,1991576,102,1
2421263,2458943,99,0
3219522,1426142,89,2
4738149,3372287,76,1
1507186,595380,81,2
958906,502049,97,2
1308364,1110520,79,1
4479855,1622548,39,2
3370730,2797324,45,1
1715171,1750588,108,0
4153356,4466919,2,0
4362302,2064703,84,2
4293966,3860784,115,0
4627062,4817217,85,0
1560309,582144,119,2
3873193,2444832,83,1
2518482,2607958,4,0
4273193,1975198,99,2
3751057,3927389,34,0
3971658,2866559,54,1
3418344,1298679,37,2
1216172,802554,32,1
2907124,1630923,52,2
4929481,2591740,45,2
4711985,3454735,76,1
598599,411162,98,1
1158148,793996,36,1
1005952,372719,26,2
3739508,3522072,80,0
4161813,2851472,80,1
1382152,1322339,108,0
2726922,2616961,2,0
4267234,2362803,102,2
3770887,1144378,63,2
2894291,2978216,75,0
3115599,2830696,11,0
2738459,1056502,52,2
1768723,1523545,27,0
2999101,947772,31,2
3568872,1149917,60,2
4417285,3183355,97,1
3326940,1253691,89,2
3901159,4179972,71,0
1136330,1153448,65,0
2523164,2068615,51,1
442925,155452,117,2
1534723,859242,67,2
3741724,2235225,30,2
4962326,3397724,28,1
856219,372560,73,2
2246874,1712139,63,1
4080326,2646567,1,1
1338564,1415983,100,0
2953391,3097978,84,0
3772128,2838070,79,1
3233533,2636880,8,1
1264914,518915,43,2
2034769,973960,112,2
4005442,4087843,104,0
2949442,2534552,34,0
424056,191480,19,2
3900557,2949478,54,1
562432,589322,43,0
3830375,2206821,82,2
1331411,597346,116,2
4807138,5064898,44,0
2092527,1399927,7,1
1903885,1206670,108,1
1084885,557689,5,1
1805779,1829739,114,0
4432594,4328398,80,0
4983138,3101467,113,1
2094224,679556,24,2
2463609,1619382,5,1
3721526,1654912,59,2
4476501,1854109,54,2
3128004,1922080,40,1
2201018,834762,115,2
2298060,2449667,99,0
3599843,1216860,79,2
414804,257633,20,1
3250111,1398075,88,2
2035268,1732113,87,0
4053308,1471550,51,2
827757,610425,111,1
3105730,2852555,20,0
2612475,2769349,32,0
3354697,2881088,8,0
698327,265080,95,2
3067925,1137637,75,2
2982829,2640634,38,0
2979036,1406890,20,2
3176043,2089174,5,1
3511753,3797247,20,0
4102949,3922114,54,0
1641175,1603879,30,0
4195227,4147468,31,0
2691976,2141834,105,1
754468,675360,62,0
669334,393012,88,2
1937496,2128838,4,0
4010526,2100303,44,2
3655332,2821938,58,1
4027629,2117120,22,2
2779438,1083027,14,2
2424915,1828553,104,1
1078282,628292,113,2
1909687,1463919,9,1
2396489,1790040,42,1
807562,592593,115,1
1414815,564003,10,1
3151836,2055453,77,1
3784050,3593346,117,0
4992399,2756377,117,2
4692321,3073776,57,1
3355800,2332500,20,1
2337741,2314796,24,0
3326416,2742563,107,1
4013997,1525969,109,2
944346,936921,73,0
2285562,2207060,92,0
4263091,3849216,89,0
2165632,1457137,79,1
3030612,2745845,99,0
3103739,2119834,82,1
1248591,1110370,64,0
2066283,2074730,28,0
1938752,1962857,89,0
520505,345440,57,1
511282,504878,35,0
4225806,1610733,96,2
1656126,631738,84,2
2783162,2055681,112,1
1774138,1457411,20,1
4727125,1996714,78,2
1592765,1079487,29,1
2376421,892323,108,2
4414559,3450771,12,1
4272894,4204850,79,0
1256067,1118039,95,0
4092159,2466071,43,1
2507660,2745975,114,0
2621657,2176887,102,1
1014008,965537,35,0
770767,644175,1,0
3748521,4091634,36,0
2683721,2568557,34,0
2409513,1724100,107,1
3755738,2229044,116,2
3921359,3316387,8,1
1130978,873315,57,1
3207036,2576791,66,1
1022629,587408,11,1
3856325,2479551,45,1
3421994,2554440,38,1
4800427,4663263,64,0
717207,652893,79,0
662452,261619,84,2
1698061,842991,16,2
1603846,515358,98,2
1536102,470613,81,2
4568771,2190727,107,2
1547913,1454197,54,0
1650969,1690259,107,0
3893232,2388166,104,1
2468803,1852982,53,1
3972869,3435904,46,0
700684,744372,112,0
2642827,2723026,86,0
554623,191763,111,2
688205,343093,96,2
4569612,1550541,73,2
1040529,825383,14,1
2849135,2474174,35,0
2291040,1252344,116,2
1997779,1963980,38,0
4539233,3006108,11,1
500388,549778,85,0
3453433,1037134,88,2
4831614,1872694,34,2
2976774,1611728,36,2
4709383,1508915,56,2
640386,592915,3,0
2326449,796151,95,2
1596726,1435750,38,0
3761776,1286734,102,2
4913967,2467705,96,2
1580038,1537411,79,0
3409203,3616743,39,0
1311249,828213,62,1
3000519,3228412,53,0
2534089,2031085,41,1
4871225,3081868,102,1
3199225,3014442,58,0
2007729,1076671,100,2
924841,474108,13,2
1095735,904243,17,1
1436458,879672,117,1
1554447,635356,71,2
4312834,1524895,61,2
2981625,2773728,63,0
2807598,2360428,26,1
927937,584079,86,1
4356643,4430628,10,0
3724946,2341819,69,1
711274,617554,68,0
3656041,3755823,110,0
2900276,2820728,63,0
775937,550049,16,1
2508183,2118183,69,1
2629603,1659102,11,1
1162563,950695,24,1
4750211,2403806,4,1
4309887,2791917,62,1
3477503,1626208,10,1
2526560,835149,56,2
2294121,1768382,112,1
3394478,3365772,86,0
2908987,932221,9,1
686456,313590,27,2
2757512,1842426,81,1
4109457,3422016,107,1
2512503,1097922,4,1
639000,220682,97,2
4016880,2873029,67,1
1326273,1266548,66,0
1589656,521706,115,2
1157649,670853,90,2
1918989,1594319,102,1
3881057,1570251,42,2
2789175,1363230,67,2
1342454,977835,74,1
4438018,4715773,39,0
4446077,2355861,68,2
4404661,3039313,28,1
1498463,928964,17,1
2475701,2520059,45,0
4930952,1762874,89,2
3951257,2974973,110,1
524970,512841,55,0
699941,763282,77,0
2534084,2176729,12,0
4582413,2767541,109,1
2878028,1811602,68,1
2689938,1563784,94,2
885179,692998,95,1
3421188,3050074,31,0
4181675,3995900,64,0
2149932,1361497,115,1
3967815,3465357,11,0
4836593,4996094,82,0
1337326,1386352,115,0
2807316,2423341,36,0
1720835,1393053,103,1
4047130,2935063,112,1
3056929,1365097,90,2
3319079,1323993,28,2
4070405,2802754,40,1
2221464,949799,4,1
4609414,3510530,100,1
2851933,2328780,102,1
1126592,811701,76,1
3601136,1185283,42,2
4049002,1401693,9,1
1857104,725520,90,2
4343025,1836737,87,2
4568259,4988110,110,0
1673761,963410,88,2
4924199,2627448,99,2
1047273,357972,90,2
1329272,1074393,76,1
1247434,1025082,51,1
4512353,1987055,108,2
3409746,3530428,78,0
1099680,1034133,48,0
2425488,1174556,10,1
3230371,2224691,35,1
783935,522659,65,1
4459115,2581009,33,2
4096576,3908575,27,0
2723951,1055290,63,2
4848782,3065649,20,1
2321701,1491518,96,1
4926907,3325566,58,1
3472432,3434513,69,0
3319488,1575208,18,2
1163393,444810,39,2
4456868,3539853,49,1
2366453,1039033,97,2
1146274,412596,92,2
457995,293721,27,1
2974876,1415200,74,2
2826038,1664461,29,2
3709027,1883328,119,2
4495187,1681691,114,2
765270,572635,68,1
3764884,1210842,84,2
1262095,1354354,96,0
4347614,2491463,87,2
4167692,3568070,84,0
2887651,2738332,115,0
3667117,1918943,72,2
1846011,1659547,76,0
2567372,2479919,102,0
4179530,2060733,80,2
2512620,2748795,88,0
2045872,647623,28,2
2673377,1266112,45,2
4209947,3890061,18,0
1941957,884182,61,2
1199303,1029731,55,0
3675264,3618020,120,0
4199500,4482426,73,0
862932,586275,94,1
1503421,1619015,40,0
1053071,662695,100,1
2000530,949257,74,2
2471615,1757658,84,1
3844601,3152029,35,1
3395279,2262514,66,1
3256271,2453854,76,1
2020925,1279503,71,1
4270659,3074061,110,1
2567921,2727329,108,0
4903883,3432055,117,1
3317054,1666965,80,2
980818,889599,117,0
3510417,2001175,100,2
1895478,1806326,32,0
3557105,1228886,51,2
720349,407532,29,2
1204455,452258,1,1
4336391,1596895,23,2
1445026,1194620,0,1
